Name                  ;Const;Coordinates (J2000.0);Wave ;Type ;Dia_arcm;Dst_pc;E(B-V);Log_t  ;Aliases                                                                                                    ;Comments
Bica 370              ;Pup  ;07 30 17.0 -19 09 26 ;IR   ;OC?? ;    0.60;      ;      ;       ;                                                                                                           ;in pair
Bica 378              ;Pup  ;07 31 56.0 -19 19 45 ;IR   ;OC?? ;    1.50;      ;      ;       ;                                                                                                           ;
Bica 38               ;Sgr  ;18 08 56.0 -18 15 57 ;IR   ;OC?? ;    4.00;      ;      ;       ;                                                                                                           ;in bubble
Bica 380              ;Pup  ;07 32 34.0 -19 27 25 ;IR   ;OC?? ;    0.60;      ;      ;       ;                                                                                                           ;
Bica 381              ;CMa  ;07 18 07.0 -22 01 32 ;IR   ;***  ;    2.40;      ;      ;       ;                                                                                                           ;
Bica 39               ;Sgr  ;18 12 41.0 -18 24 55 ;IR   ;OC?? ;    4.00;      ;      ;       ;                                                                                                           ;includes substructures
Bica 390              ;Vel  ;08 35 26.0 -40 40 49 ;IR   ;OC?? ;    3.50;      ;      ;       ;                                                                                                           ;in shell, shock, rel. DBSB 19
Bica 398              ;Vel  ;08 03 47.0 -48 58 36 ;IR   ;OC?? ;    5.00;      ;      ;       ;                                                                                                           ;
Bica 399              ;Vel  ;08 46 38.0 -43 52 15 ;IR   ;OC?? ;    1.10;      ;      ;       ;                                                                                                           ;
Bica 400              ;Vel  ;09 01 37.0 -44 47 02 ;IR   ;OC?? ;    4.00;      ;      ;       ;                                                                                                           ;
Bica 409              ;Vel  ;09 34 20.0 -51 54 58 ;Op   ;OC?? ;    2.40;      ;      ;       ;                                                                                                           ;
Bica 410              ;Car  ;10 14 07.0 -57 39 36 ;IR   ;***  ;    4.00;      ;      ;       ;                                                                                                           ;
Bica 411              ;Car  ;10 16 02.0 -57 51 35 ;Op   ;OC?  ;    7.00;      ;      ;       ;                                                                                                           ;
Bica 419              ;Car  ;10 37 06.0 -58 28 40 ;Op   ;***  ;    1.00;      ;      ;       ;                                                                                                           ;
Bica 421              ;Car  ;10 37 06.0 -58 37 54 ;IR   ;***  ;    1.90;      ;      ;       ;                                                                                                           ;
Bica 424              ;Car  ;10 38 59.0 -58 15 20 ;IR   ;***  ;    1.10;      ;      ;       ;                                                                                                           ;
Bica 427              ;Car  ;10 30 06.0 -58 40 11 ;IR   ;***  ;    0.50;      ;      ;       ;                                                                                                           ;
Bica 43               ;Sgr  ;18 11 56.0 -17 30 53 ;IR   ;OC?? ;    0.90;      ;      ;       ;                                                                                                           ;in shell, in pair
Bica 432              ;Vel  ;10 52 16.0 -54 17 30 ;Op   ;OC?? ;    0.80;      ;      ;       ;                                                                                                           ;
Bica 435              ;Tuc  ;00 38 05.0 -58 54 30 ;IR   ;***  ;    0.50;      ;      ;       ;                                                                                                           ;
Bica 436              ;Car  ;10 29 52.0 -60 44 30 ;IR   ;***  ;    8.00;      ;      ;       ;                                                                                                           ;
Bica 438              ;Car  ;10 41 41.0 -59 27 44 ;IR   ;OC?  ;    6.00;      ;      ;       ;                                                                                                           ;in shell
Bica 448              ;Cen  ;11 30 11.0 -63 04 30 ;IR   ;OC?? ;    0.90;      ;      ;       ;                                                                                                           ;
Bica 451              ;Cen  ;11 30 37.0 -63 48 16 ;IR   ;OC?? ;    5.00;      ;      ;       ;                                                                                                           ;
Bica 456              ;Cen  ;11 30 29.0 -63 49 06 ;IR   ;OC?? ;    2.50;      ;      ;       ;                                                                                                           ;
Bica 46               ;Ser  ;17 57 35.0 -11 41 12 ;Op   ;OC?? ;    1.50;      ;      ;       ;                                                                                                           ;
Bica 462              ;Car  ;11 11 30.0 -71 26 12 ;Op   ;***  ;    8.00;      ;      ;       ;                                                                                                           ;north of Cha I, rel. Bran 345
Bica 464              ;Mus  ;11 20 22.0 -71 56 20 ;Op   ;OC?  ;   13.00;      ;      ;       ;                                                                                                           ;in HIP 55350 Assoc
