Name                     ; Reference           ;E(B-V);  log_t
Ruprecht 105             ; 2016DAML            ; 0.05 ;  9.01 
Ruprecht 105             ; 2020A&A...640A...1C ; 0.469;  8.59
Ruprecht 105             ; Dias 2021           ; 0.602;  8.208
Ruprecht 105             ; Kharchenko+ 2013    ; 0.050;  9.100
Ruprecht 106             ; Baumgart 2021       ; 0.20 ; 10.0607
Ruprecht 106             ; Kharchenko+ 2013    ; 0.208; 10.100
Ruprecht 107             ; 2016DAML            ; 0.458;  7.478
Ruprecht 107             ; 2020A&A...640A...1C ; 0.316;  8.31
Ruprecht 107             ; Dias 2021           ; 0.495;  8.407
Ruprecht 107             ; Kharchenko+ 2013    ; 0.583;  8.235
Ruprecht 108             ; 2016DAML            ; 0.136;  8.424
Ruprecht 108             ; 2019 Bossini        ; 0.159;  7.951
Ruprecht 108             ; 2020A&A...640A...1C ; 0.084;  7.92
Ruprecht 108             ; Dias 2021           ; 0.218;  8.370
Ruprecht 108             ; Kharchenko+ 2013    ; 0.139;  8.675
Ruprecht 11              ; 2016DAML            ; 0.17 ;  9.18 
Ruprecht 11              ; 2017AstBu..72..257L ; 0.098;  8.990
Ruprecht 11              ; Kharchenko+ 2013    ; 0.437;  8.800
Ruprecht 110             ; 2016DAML            ; 0.00 ;  8.74 
Ruprecht 110             ; Kharchenko+ 2013    ; 0.312;  8.700
Ruprecht 111             ; 2016DAML            ; 0.37 ;  9.15 
Ruprecht 111             ; 2020A&A...640A...1C ; 0.391;  8.96
Ruprecht 111             ; Dias 2021           ; 0.583;  9.055
Ruprecht 111             ; Kharchenko+ 2013    ; 0.729;  8.920
Ruprecht 112             ; 2016DAML            ; 0.833;  8.740
Ruprecht 112             ; 2020A&A...640A...1C ; 0.647;  8.73
Ruprecht 112             ; Dias 2021           ; 0.751;  8.773
Ruprecht 112             ; Kharchenko+ 2013    ; 0.833;  8.740
Ruprecht 113             ; 2016DAML            ; 0.15 ;  8.23 
Ruprecht 113             ; Kharchenko+ 2013    ; 0.150;  8.345
Ruprecht 114             ; 2016DAML            ; 0.625;  8.900
Ruprecht 114             ; Kharchenko+ 2013    ; 0.625;  8.900
Ruprecht 115             ; 2016DAML            ; 0.65 ;  8.78 
Ruprecht 115             ; 2019 Bossini        ; 2.747;  8.474
Ruprecht 115             ; 2020A&A...640A...1C ; 0.703;  8.37
Ruprecht 115             ; Kharchenko+ 2013    ; 0.937;  9.135
Ruprecht 116             ; 2016DAML            ; 0.10 ;  8.95 
Ruprecht 116             ; Kharchenko+ 2013    ; 0.135;  8.950
Ruprecht 117             ; 2016DAML            ; 0.125;  8.950
Ruprecht 117             ; 2020A&A...640A...1C ; 0.459;  8.12
Ruprecht 117             ; Dias 2021           ; 0.377;  8.647
Ruprecht 117             ; Kharchenko+ 2013    ; 0.125;  8.950
Ruprecht 118             ; 2016DAML            ; 0.41 ;  8.11 
Ruprecht 118             ; Dias 2021           ; 0.369;  8.425
Ruprecht 118             ; Kharchenko+ 2013    ; 0.146;  8.940
Ruprecht 119             ; 2016DAML            ; 0.570;  6.853
Ruprecht 119             ; 2020A&A...640A...1C ; 0.466;  7.68
Ruprecht 119             ; Dias 2021           ; 0.599;  8.005
Ruprecht 119             ; Kharchenko+ 2013    ; 0.570;  8.435
Ruprecht 12              ; 2016DAML            ; 0.05 ;  7.56 
Ruprecht 12              ; 2017AstBu..72..257L ; 0.149;  8.239
Ruprecht 12              ; Kharchenko+ 2013    ; 0.521;  8.695
Ruprecht 120             ; 2016DAML            ; 0.70 ;  8.18 
Ruprecht 120             ; Dias 2021           ; 0.810;  7.253
Ruprecht 120             ; Kharchenko+ 2013    ; 0.791;  8.450
Ruprecht 121             ; 2016DAML            ; 1.041;  8.425
Ruprecht 121             ; 2020A&A...640A...1C ; 0.794;  8.25
Ruprecht 121             ; Kharchenko+ 2013    ; 1.041;  8.425
Ruprecht 122             ; BDCC                ; 0.42 ;  7.60 
Ruprecht 123             ; 2016DAML            ; 0.20 ;       
Ruprecht 123             ; Dias 2021           ; 0.616;  8.682
Ruprecht 123             ; Kharchenko+ 2013    ; 0.187;  8.100
Ruprecht 123             ; wilton.unifei.edu.br;      ;  8.79 
Ruprecht 124             ; Kharchenko+ 2013    ; 0.937;  8.250
Ruprecht 125             ; 2016DAML            ; 0.10 ;  8.77 
Ruprecht 125             ; Kharchenko+ 2013    ; 0.083;  8.825
Ruprecht 126             ; 2016DAML            ; 0.833;  8.875
Ruprecht 126             ; 2020A&A...640A...1C ; 1.009;  8.00
Ruprecht 126             ; Dias 2021           ; 1.029;  8.378
Ruprecht 126             ; Kharchenko+ 2013    ; 0.833;  8.875
Ruprecht 127             ; 2016DAML            ; 0.990;  7.351
Ruprecht 127             ; 2020A&A...640A...1C ; 0.950;  7.13
Ruprecht 127             ; Dias 2021           ; 0.920;  6.764
Ruprecht 127             ; Kharchenko+ 2013    ; 1.135;  7.550
Ruprecht 128             ; 2016DAML            ; 1.624;  9.200
Ruprecht 128             ; 2020A&A...640A...1C ; 0.600;  8.98
Ruprecht 128             ; Dias 2021           ; 0.803;  8.927
Ruprecht 128             ; Kharchenko+ 2013    ; 1.624;  9.200
Ruprecht 129             ; Kharchenko+ 2013    ; 1.187;  7.500
Ruprecht 13              ; 2016DAML            ; 0.26 ;  9.0  
Ruprecht 13              ; 2017AstBu..72..257L ; 0.223;  8.880
Ruprecht 13              ; Kharchenko+ 2013    ; 0.354;  8.890
Ruprecht 130             ; 2016DAML            ; 1.20 ;  7.70 
Ruprecht 130             ; 2020A&A...640A...1C ; 0.863;  8.60
Ruprecht 130             ; Dias 2021           ; 0.933;  8.605
Ruprecht 130             ; Kharchenko+ 2013    ; 1.041;  8.520
Ruprecht 131             ; 2016DAML            ; 0.10 ;  9.17 
Ruprecht 131             ; Kharchenko+ 2013    ; 0.104;  9.170
Ruprecht 133             ; 2016DAML            ; 0.625;  8.000
Ruprecht 133             ; Kharchenko+ 2013    ; 0.625;  8.000
Ruprecht 134             ; 2016DAML            ; 0.874;  7.880
Ruprecht 134             ; 2020A&A...640A...1C ; 0.359;  9.22
Ruprecht 134             ; Dias 2021           ; 0.571;  9.140
Ruprecht 134             ; Kharchenko+ 2013    ; 0.874;  7.880
Ruprecht 135             ; 2016DAML            ; 0.63 ;  9.58 
Ruprecht 135             ; 2020A&A...640A...1C ; 0.584;  8.81
Ruprecht 135             ; Dias 2021           ; 0.698;  8.628
Ruprecht 135             ; Kharchenko+ 2013    ; 0.874;  9.500
Ruprecht 136             ; 2016DAML            ; 0.708;  8.400
Ruprecht 136             ; Kharchenko+ 2013    ; 0.708;  8.400
Ruprecht 137             ; 2016DAML            ; 0.67 ;  8.90 
Ruprecht 137             ; Kharchenko+ 2013    ; 1.124;  8.795
Ruprecht 138             ; 2016DAML            ; 0.18 ;  9.30 
Ruprecht 138             ; 2020A&A...640A...1C ; 0.691;  6.98
Ruprecht 138             ; Dias 2021           ; 0.759;  7.130
Ruprecht 138             ; Kharchenko+ 2013    ; 0.708;  8.900
Ruprecht 139             ; 2016DAML            ; 0.15 ;  9.05 
Ruprecht 139             ; Kharchenko+ 2013    ; 0.104;  9.050
Ruprecht 14              ; 2016DAML            ; 0.396;  9.060
Ruprecht 14              ; 2017AstBu..72..257L ; 0.047;  9.190
Ruprecht 14              ; Kharchenko+ 2013    ; 0.396;  9.060
Ruprecht 141             ; 2016DAML            ; 0.45 ;  7.48 
Ruprecht 141             ; Kharchenko+ 2013    ; 0.947;  6.550
Ruprecht 142             ; 2016DAML            ; 0.91 ;  8.60 
Ruprecht 142             ; Kharchenko+ 2013    ; 0.999;  8.530
Ruprecht 143             ; 2016DAML            ; 1.020;  8.650
Ruprecht 143             ; 2020A&A...640A...1C ; 0.744;  8.60
Ruprecht 143             ; Dias 2021           ; 0.894;  8.513
Ruprecht 143             ; Kharchenko+ 2013    ; 1.020;  8.650
Ruprecht 144             ; 2016DAML            ; 0.77 ;  8.65 
Ruprecht 144             ; 2019 Claria         ; 0.70 ;  8.11 
Ruprecht 144             ; 2020A&A...640A...1C ; 0.594;  7.48
Ruprecht 144             ; Dias 2021           ; 0.701;  7.243
Ruprecht 144             ; Kharchenko+ 2013    ; 0.666;  8.795
Ruprecht 145             ; 2016DAML            ; 0.18 ;  7.50 
Ruprecht 145             ; 2020A&A...640A...1C ; 0.172;  8.91
Ruprecht 145             ; Dias 2021           ; 0.237;  8.969
Ruprecht 145             ; Kharchenko+ 2013    ; 0.250;  8.900
Ruprecht 146             ; Kharchenko+ 2013    ; 0.479;  9.100
Ruprecht 147             ; 2016DAML            ; 0.25 ;  9.40 
Ruprecht 147             ; 2020A&A...640A...1C ; 0.019;  9.48
Ruprecht 147             ; Dias 2021           ; 0.094;  9.451
Ruprecht 147             ; Kharchenko+ 2013    ; 0.110;  9.330
Ruprecht 148             ; 2016DAML            ; 0.702;  7.724
Ruprecht 148             ; 2020A&A...640A...1C ; 0.575;  7.64
Ruprecht 148             ; Dias 2021           ; 0.661;  7.903
Ruprecht 148             ; Kharchenko+ 2013    ; 0.700;  7.725
Ruprecht 149             ; 2016DAML            ; 0.416;  8.750
Ruprecht 149             ; Kharchenko+ 2013    ; 0.021;  9.300
Ruprecht 15              ; 2016DAML            ; 0.37 ;  8.70 
Ruprecht 15              ; 2017AstBu..72..257L ; 0.271;  9.000
Ruprecht 15              ; Kharchenko+ 2013    ; 0.416;  8.750
Ruprecht 150             ; 2016DAML            ; 0.271;  8.700
Ruprecht 150             ; Kharchenko+ 2013    ; 0.271;  8.700
Ruprecht 151             ; 2016DAML            ; 0.20 ;  8.49 
Ruprecht 151             ; 2019 Bossini        ; 0.189;  8.614
Ruprecht 151             ; 2020A&A...640A...1C ; 0.134;  8.65
Ruprecht 151             ; Dias 2021           ; 0.175;  8.793
Ruprecht 151             ; Kharchenko+ 2013    ; 0.416;  8.150
Ruprecht 152             ; 2016DAML            ; 0.67 ;  8.78 
Ruprecht 152             ; Kharchenko+ 2013    ; 0.625;  9.285
Ruprecht 153             ; 2016DAML            ; 0.206;  8.65 
Ruprecht 153             ; Kharchenko+ 2013    ; 0.833;  8.580
Ruprecht 154             ; 2016DAML            ; 0.087;  9.35 
Ruprecht 154             ; Kharchenko+ 2013    ; 0.781;  7.150
Ruprecht 155             ; 2016DAML            ; 0.562;  8.570
Ruprecht 155             ; Kharchenko+ 2013    ; 0.562;  8.570
Ruprecht 156             ; Kharchenko+ 2013    ; 0.396;  9.310
Ruprecht 157             ; 2016DAML            ; 0.75 ;  7.75 
Ruprecht 157             ; Kharchenko+ 2013    ; 0.562;  8.700
Ruprecht 158             ; Kharchenko+ 2013    ; 0.396;  9.150
Ruprecht 159             ; 2016DAML            ; 0.271;  9.200
Ruprecht 159             ; Kharchenko+ 2013    ; 0.271;  9.200
Ruprecht 16              ; 2016DAML            ; 0.71 ;  8.20 
Ruprecht 16              ; 2020A&A...640A...1C ; 0.228;  8.43
Ruprecht 16              ; Dias 2021           ; 0.327;  8.379
Ruprecht 16              ; Kharchenko+ 2013    ; 0.271;  8.650
Ruprecht 160             ; 2016DAML            ; 0.625;  8.620
Ruprecht 160             ; Kharchenko+ 2013    ; 0.625;  8.620
Ruprecht 161             ; 2016DAML            ; 0.09 ;  8.39 
Ruprecht 161             ; 2019 Bossini        ; 0.104;  7.986
Ruprecht 161             ; 2020A&A...640A...1C ; 0.103;  8.02
Ruprecht 161             ; Dias 2021           ; 0.077;  8.550
Ruprecht 161             ; Kharchenko+ 2013    ; 0.167;  8.450
Ruprecht 162             ; 2016DAML            ; 0.312;  8.385
Ruprecht 162             ; Kharchenko+ 2013    ; 0.312;  8.385
Ruprecht 163             ; 2016DAML            ; 0.312;  9.365
Ruprecht 163             ; Kharchenko+ 2013    ; 0.312;  9.365
Ruprecht 164             ; 2016DAML            ; 0.11 ;  9.00 
Ruprecht 164             ; 2020A&A...640A...1C ; 0.269;  9.23
Ruprecht 164             ; Dias 2021           ; 0.428;  9.099
Ruprecht 164             ; Kharchenko+ 2013    ; 0.110;  7.700
Ruprecht 165             ; 2016DAML            ; 0.645;  9.115
Ruprecht 165             ; Kharchenko+ 2013    ; 0.645;  9.115
Ruprecht 167             ; 2016DAML            ; 0.10 ;  8.57 
Ruprecht 167             ; 2020A&A...640A...1C ; 0.444;  8.73
Ruprecht 167             ; Dias 2021           ; 0.527;  8.531
Ruprecht 167             ; Kharchenko+ 2013    ; 0.521;  7.245
Ruprecht 168             ; 2016DAML            ; 2.186;  9.100
Ruprecht 168             ; Kharchenko+ 2013    ; 2.186;  9.100
Ruprecht 169             ; 2016DAML            ; 0.66 ;  9.00 
Ruprecht 169             ; BDCC                ; 0.66 ;  9.00 
Ruprecht 17              ; 2016DAML            ; 0.291;  8.325
Ruprecht 17              ; 2017AstBu..72..257L ; 0.188;  9.040
Ruprecht 17              ; Kharchenko+ 2013    ; 0.291;  8.325
Ruprecht 170             ; 2016DAML            ; 1.208;  6.000
Ruprecht 170             ; 2020A&A...640A...1C ; 0.622;  7.77
Ruprecht 170             ; Dias 2021           ; 0.815;  7.139
Ruprecht 170             ; Kharchenko+ 2013    ; 1.208;  6.000
Ruprecht 171             ; 2016DAML            ; 0.12 ;  9.50 
Ruprecht 171             ; 2020A&A...640A...1C ; 0.213;  9.44
Ruprecht 171             ; Dias 2021           ; 0.298;  9.471
Ruprecht 171             ; Kharchenko+ 2013    ; 0.250;  9.550
Ruprecht 172             ; 2016DAML            ; 0.20 ;  8.91 
Ruprecht 172             ; 2020A&A...640A...1C ; 0.403;  9.02
Ruprecht 172             ; Dias 2021           ; 0.614;  9.070
Ruprecht 172             ; Kharchenko+ 2013    ; 0.375;  9.065
Ruprecht 173             ; 2016DAML            ; 0.729;  8.800
Ruprecht 173             ; Kharchenko+ 2013    ; 0.729;  8.800
Ruprecht 174             ; 2016DAML            ; 0.32 ;  8.90 
Ruprecht 174             ; 2020A&A...640A...1C ; 0.447;  8.68
Ruprecht 174             ; Dias 2021           ; 0.633;  8.509
Ruprecht 174             ; Kharchenko+ 2013    ; 0.321;  8.900
Ruprecht 175             ; 2016DAML            ; 0.521;  9.000
Ruprecht 175             ; Kharchenko+ 2013    ; 0.521;  9.000
Ruprecht 176             ; 2016DAML            ; 0.479;  8.760
Ruprecht 176             ; 2019 Bossini        ; 1.541;  8.168
Ruprecht 176             ; 2020A&A...640A...1C ; 0.519;  8.08
Ruprecht 176             ; Dias 2021           ; 0.602;  8.115
Ruprecht 176             ; Kharchenko+ 2013    ; 0.479;  8.760
Ruprecht 18              ; 2016DAML            ; 0.700;  7.648
Ruprecht 18              ; 2017AstBu..72..257L ; 0.703;  7.538
Ruprecht 18              ; 2020A&A...640A...1C ; 0.447;  8.11
Ruprecht 18              ; Dias 2021           ; 0.630;  8.114
Ruprecht 18              ; Kharchenko+ 2013    ; 0.687;  8.455
Ruprecht 19              ; 2016DAML            ; 0.208;  8.000
Ruprecht 19              ; 2017AstBu..72..257L ; 0.103;  9.140
Ruprecht 19              ; 2020A&A...640A...1C ; 0.097;  7.86
Ruprecht 19              ; Dias 2021           ; 0.131;  7.852
Ruprecht 19              ; Kharchenko+ 2013    ; 0.208;  8.000
Ruprecht 2               ; 2016DAML            ; 0.625;  8.945
Ruprecht 2               ; 2017AstBu..72..257L ; 0.265;  8.900
Ruprecht 2               ; Kharchenko+ 2013    ; 0.625;  8.945
Ruprecht 20              ; 2016DAML            ; 0.10 ;  8.50 
Ruprecht 20              ; 2017AstBu..72..257L ; 0.344;  8.900
Ruprecht 20              ; Kharchenko+ 2013    ; 0.125;  9.400
Ruprecht 21              ; 2016DAML            ; 0.770;  8.650
Ruprecht 21              ; 2017AstBu..72..257L ; 0.145;  9.340
Ruprecht 21              ; Kharchenko+ 2013    ; 0.770;  8.650
Ruprecht 22              ; 2016DAML            ; 0.208;  9.030
Ruprecht 22              ; 2017AstBu..72..257L ; 0.062;  9.020
Ruprecht 22              ; Kharchenko+ 2013    ; 0.208;  9.030
Ruprecht 23              ; 2016DAML            ; 0.54 ;  8.78 
Ruprecht 23              ; 2017AstBu..72..257L ; 0.415;  9.210
Ruprecht 23              ; 2020A&A...640A...1C ; 0.466;  8.61
Ruprecht 23              ; Dias 2021           ; 0.379;  8.955
Ruprecht 23              ; Kharchenko+ 2013    ; 0.625;  8.780
Ruprecht 24              ; 2016DAML            ; 0.35 ;  7.78 
Ruprecht 24              ; 2017AstBu..72..257L ; 0.267;  8.140
Ruprecht 24              ; Kharchenko+ 2013    ; 0.125;  8.650
Ruprecht 25              ; 2016DAML            ; 0.708;  8.895
Ruprecht 25              ; 2020A&A...640A...1C ; 0.450;  8.50
Ruprecht 25              ; Dias 2021           ; 0.593;  8.860
Ruprecht 25              ; Kharchenko+ 2013    ; 0.708;  8.895
Ruprecht 26              ; 2016DAML            ; 0.35 ;  8.60 
Ruprecht 26              ; 2017AstBu..72..257L ; 0.148;  8.920
Ruprecht 26              ; 2020A&A...640A...1C ; 0.084;  7.50
Ruprecht 26              ; Dias 2021           ; 0.155;  7.651
Ruprecht 26              ; Kharchenko+ 2013    ; 0.260;  7.800
Ruprecht 27              ; 2016DAML            ; 0.03 ;  8.95 
Ruprecht 27              ; 2017AstBu..72..257L ; 0.236;  8.790
Ruprecht 27              ; 2020A&A...640A...1C ; 0.284;  8.75
Ruprecht 27              ; Dias 2021           ; 0.362;  8.757
Ruprecht 27              ; Kharchenko+ 2013    ; 0.150;  8.410
Ruprecht 28              ; 2016DAML            ; 0.416;  8.760
Ruprecht 28              ; 2017AstBu..72..257L ; 0.467;  8.930
Ruprecht 28              ; 2020A&A...640A...1C ; 0.259;  9.07
Ruprecht 28              ; Dias 2021           ; 0.456;  9.222
