Cluster_s name                ;Galaxy ;Const;RAJ2000.0  DEJ2000.0   ;Wavel ;Type  ;Dia_arcS;Dst_pc ;V_mag  ;E(B-V);Log_t ;Aliases/Variants                                                                                                  ;Comments
[KMK88] 5                     ;LMC    ;Dor  ;05 04 12   -69 18 10   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;[H88] 105, OGLE-LMC 52                                                                                            ;
[NKN2005] N160-O5             ;LMC    ;Dor  ;05 40 07   -69 39 06   ;Op    ;OC    ;    42.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC-CL-0874              ;LMC    ;Dor  ;05 10 00.59-62 34 55.1 ;Op    ;OC    ;    44.0;  49500;       ;      ;      ;                                                                                                                  ;
OGLE-LMC 110                  ;LMC    ;Dor  ;05 06 44   -69 03 09   ;Op    ;OC    ;    44.4;  49500;       ;      ;      ;OGLE-LMC 110                                                                                                      ;
OGLE-LMC 443                  ;LMC    ;Dor  ;05 24 55   -69 50 14   ;Op    ;OC    ;    44.4;  49500;       ;      ;      ;OGLE-LMC 443                                                                                                      ;m6
BMG 130                       ;LMC    ;Dor  ;05 52 08   -67 52 01   ;Op    ;OB/OC ;    45.0;  49500;       ;      ;      ;                                                                                                                  ;mP
BMG 216                       ;LMC    ;Dor  ;06 03 01   -68 29 11   ;Op    ;OB/OC ;    45.0;  49500;       ;      ;      ;                                                                                                                  ;
BMG 233                       ;LMC    ;Dor  ;06 05 56   -67 53 47   ;Op    ;OC/OB ;    45.0;  49500;       ;      ;      ;KMHK 1632                                                                                                         ;
BMG 62                        ;LMC    ;Dor  ;05 46 09   -68 00 21   ;Op    ;OC    ;    45.0;  49500;       ;      ;      ;KMHK 1348                                                                                                         ;in GKK-A113
BMG 86                        ;LMC    ;Dor  ;05 47 36   -68 34 07   ;Op    ;OC    ;    45.0;  49500;       ;      ;      ;KMHK 1376                                                                                                         ;
BRHT 3b                       ;LMC    ;Dor  ;05 04 31   -69 21 18   ;Op    ;OC    ;    45.0;  49500;       ;      ;      ;[KMK88] 7, [H88] 108, OGLE-LMC 59                                                                                 ;m5
BRHT 41b                      ;LMC    ;Dor  ;05 45 17   -68 08 38   ;Op    ;OC/OB ;    45.0;  49500;       ;      ;      ;                                                                                                                  ;mP, in BM 45
BRHT 54b                      ;LMC    ;Dor  ;05 37 46   -69 20 47   ;Op    ;OC/OB ;    45.0;  49500;       ;      ;      ;[H88] 298                                                                                                         ;mP, in LH 97
BSDL 1141                     ;LMC    ;Dor  ;05 17 58   -68 40 59   ;Op    ;OB/OC ;    45.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1214                     ;LMC    ;Dor  ;05 18 57   -69 43 35   ;Op    ;OB    ;    45.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1263                     ;LMC    ;Dor  ;05 19 39   -69 46 24   ;Op    ;OC/OB ;    45.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 133
BSDL 1264                     ;LMC    ;Dor  ;05 19 54   -68 11 03   ;Op    ;OB    ;    45.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1399                     ;LMC    ;Dor  ;05 22 20   -68 02 58   ;Op    ;OB/OC ;    45.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley I
BSDL 1420                     ;LMC    ;Dor  ;05 22 58   -65 14 33   ;Op    ;OB/OC ;    45.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1431                     ;LMC    ;Dor  ;05 23 09   -65 01 32   ;Op    ;OB    ;    45.0;  49500;       ;      ;      ;                                                                                                                  ;
